sentence,entities
Server 'Iota' in location Helsinki with IP 172.16.254.80 issued token key 1a2b3c4d5e6f7g8h9i0jklmnopqrst on 2024-09-15.,"[(8, 13, 'MISC'), (27, 34, 'LOC'), (44, 57, 'IP-Address'), (74, 110, 'Token keys'), (114, 124, 'DATE')]"
User Sophia speaks Spanish and logged in on 2023-10-15 from IP 203.0.113.140 with token key abcdefabcdefabcdefabcdefabcdefab.,"[(5, 11, 'PER'), (19, 26, 'LANGUAGE'), (40, 50, 'DATE'), (56, 67, 'IP-Address'), (78, 114, 'Token keys')]"
File transfer of 1150MB completed on 2024-02-05 from IP 192.0.2.40 using token key 123456abcdef7890123456abcdef7890.,"[(18, 22, 'QUANTITY'), (32, 42, 'DATE'), (48, 57, 'IP-Address'), (69, 105, 'Token keys')]"
Device with IP 2404:6800:4003:c03::8a2e:370:7342 logged event on 9th hour using token key 0a1b2c3d4e5f6g7h8i9jklmnopqrstuvw.,"[(14, 44, 'IP-Address'), (60, 62, 'ORDINAL'), (79, 115, 'Token keys')]"
Email sent by Ava on 2023-12-25 from IP 198.51.100.170 with token key abc123def456ghi789jkl012mno345pq.,"[(14, 17, 'PER'), (21, 31, 'DATE'), (37, 50, 'IP-Address'), (61, 97, 'Token keys')]"
Server at location Zurich with IP 10.10.10.18 generated token key abcdef1234567890abcdef1234567890 on 2024-08-15.,"[(22, 28, 'LOC'), (34, 45, 'IP-Address'), (62, 98, 'Token keys'), (102, 112, 'DATE')]"
Backup size of 6144GB completed on 2024-04-10 from IP 192.168.1.45 with token key zyxwvutsrqponmlkjihgfedcba987654.,"[(15, 19, 'QUANTITY'), (29, 39, 'DATE'), (45, 56, 'IP-Address'), (67, 103, 'Token keys')]"
User with ID 46802 logged in from IP 8.8.8.9 on 2024-04-05 using token key 1234abcd5678efgh9012ijkl3456mnop.,"[(13, 18, 'CARDINAL'), (39, 46, 'IP-Address'), (50, 60, 'DATE'), (71, 107, 'Token keys')]"
Translator Mia used the language German on 2024-03-15 to process data from IP 192.168.0.255 with token key zyxwvutsrqponmlkjihgfedcba987654.,"[(11, 14, 'PER'), (28, 34, 'LANGUAGE'), (38, 48, 'DATE'), (66, 79, 'IP-Address'), (90, 126, 'Token keys')]"
The device with IP fe80::abcd:1234:5678:9ac3 was assigned token key 0f1e2d3c4b5a69788776655443322110 on 2024-07-10.,"[(17, 48, 'IP-Address'), (69, 101, 'Token keys'), (105, 115, 'DATE')]"
Company 'IotaTech' transferred $3000 from IP 198.51.100.105 with token key abcdefabcdefabcdefabcdefabcdefab on 2024-06-10.,"[(8, 18, 'ORG'), (33, 37, 'MONEY'), (43, 54, 'IP-Address'), (71, 107, 'Token keys'), (111, 121, 'DATE')]"
IP 10.20.90.90 was allocated to device with token key 1234567890abcdef1234567890abcdef on 2024-08-20.,"[(3, 13, 'IP-Address'), (44, 80, 'Token keys'), (84, 94, 'DATE')]"
Server 'Kappa' in location Helsinki with IP 172.16.254.90 issued token key 1a2b3c4d5e6f7g8h9i0jklmnopqrst on 2024-09-20.,"[(8, 13, 'MISC'), (27, 34, 'LOC'), (44, 57, 'IP-Address'), (74, 110, 'Token keys'), (114, 124, 'DATE')]"
User Isabella speaks Norwegian and logged in on 2023-10-20 from IP 203.0.113.150 with token key abcdefabcdefabcdefabcdefabcdefab.,"[(5, 13, 'PER'), (21, 29, 'LANGUAGE'), (43, 53, 'DATE'), (59, 70, 'IP-Address'), (81, 117, 'Token keys')]"
File transfer of 1200MB completed on 2024-02-10 from IP 192.0.2.45 using token key 123456abcdef7890123456abcdef7890.,"[(18, 22, 'QUANTITY'), (32, 42, 'DATE'), (48, 57, 'IP-Address'), (69, 105, 'Token keys')]"
Device with IP 2404:6800:4003:c03::8a2e:370:7343 logged event on 10th hour using token key 0a1b2c3d4e5f6g7h8i9jklmnopqrstuvw.,"[(14, 44, 'IP-Address'), (60, 63, 'ORDINAL'), (79, 115, 'Token keys')]"
Email sent by Lucas on 2023-12-30 from IP 198.51.100.180 with token key abc123def456ghi789jkl012mno345pq.,"[(14, 19, 'PER'), (23, 33, 'DATE'), (39, 52, 'IP-Address'), (63, 99, 'Token keys')]"
Server at location Dublin with IP 10.10.10.19 generated token key abcdef1234567890abcdef1234567890 on 2024-08-20.,"[(22, 28, 'LOC'), (34, 45, 'IP-Address'), (62, 98, 'Token keys'), (102, 112, 'DATE')]"
The API request with token 4f9b8d7e3c2a1f0b9e8d7c6a5b4f3e2d was received from IP 192.168.1.101 on 2024-05-15 at the New York office of OpenTech.,"[(26, 58, 'Token keys'), (75, 86, 'IP-Address'), (90, 100, 'DATE'), (108, 116, 'LOC'), (124, 131, 'ORG')]"
User authentication succeeded using token 9a8b7c6d5e4f3a2b1c0d9e8f7b6a5c4d from IP 2001:0db8:85a3:0000:0000:8a2e:0370:7334 on 15 June 2024 at Berlin HQ.,"[(38, 74, 'Token keys'), (80, 117, 'IP-Address'), (121, 132, 'DATE'), (136, 142, 'LOC'), (143, 146, 'ORG')]"
"The license key d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9 was registered from IP 10.0.0.45 on March 3rd, 2024 in San Francisco by developer Alice Johnson.","[(16, 52, 'Token keys'), (69, 77, 'IP-Address'), (81, 96, 'DATE'), (100, 113, 'LOC'), (117, 130, 'PER')]"
Error code 503 triggered for token 7f6e5d4c3b2a1908f7e6d5c4b3a2e1d0 on IP 172.16.254.1 at London branch of CyberSys on 2024-01-22.,"[(19, 55, 'Token keys'), (63, 75, 'IP-Address'), (79, 85, 'LOC'), (95, 102, 'ORG'), (106, 116, 'DATE')]"
Session ID b1c2d3e4f5a6b7c8d9e0f1a2b3c4d5e6 was logged from IPv6 address fe80::f2de:f1ff:fe3f:307e on 07/12/2024 at Tokyo main office.,"[(11, 47, 'Token keys'), (67, 85, 'IP-Address'), (89, 99, 'DATE'), (103, 108, 'LOC')]"
"Payment of $1250 was processed with token a9b8c7d6e5f4a3b2c1d0e9f8a7b6c5d4 from IP 203.0.113.77 on April 10, 2024 by Finance Dept.","[(22, 58, 'Token keys'), (65, 77, 'IP-Address'), (81, 94, 'DATE'), (98, 110, 'ORG'), (11, 16, 'MONEY')]"
Token e3d4c5b6a7f8e9d0c1b2a3f4d5e6c7b8 authorized access from IPv4 198.51.100.23 on 2024-04-01 at Paris branch of GlobalSoft.,"[(6, 42, 'Token keys'), (70, 82, 'IP-Address'), (86, 96, 'DATE'), (100, 105, 'LOC'), (115, 124, 'ORG')]"
New deployment initiated with token 1a2b3c4d5e6f7g8h9i0j1k2l3m4n5o6p from IP 192.0.2.44 on 2024-02-28 in Madrid by DevOps team.,"[(29, 65, 'Token keys'), (72, 83, 'IP-Address'), (87, 97, 'DATE'), (101, 107, 'LOC'), (111, 119, 'ORG')]"
License token 0f1e2d3c4b5a69788796a5b4c3d2e1f0 detected from IPv6 2607:f8b0:4005:805::200e at Googleplex HQ on 2024-03-10.,"[(14, 50, 'Token keys'), (68, 93, 'IP-Address'), (97, 108, 'ORG'), (112, 120, 'ORG'), (124, 134, 'DATE')]"
The software key 9d8c7b6a5e4f3d2c1b0a9e8f7d6c5b4a was used from IP 8.8.8.8 at Seattle office on 12/24/2024 by engineer Bob Smith.,"[(17, 53, 'Token keys'), (60, 67, 'IP-Address'), (71, 77, 'LOC'), (81, 91, 'DATE'), (95, 105, 'PER')]"
Token 4a3b2c1d0e9f8a7b6c5d4e3f2a1b0c9d8 failed login from IP 172.31.255.255 on 2024-06-01 at Mumbai data center.,"[(6, 42, 'Token keys'), (59, 74, 'IP-Address'), (78, 88, 'DATE'), (92, 98, 'LOC')]"
Access granted to token f0e1d2c3b4a5968778695a4b3c2d1e0f from IPv4 127.0.0.1 on 01-05-2024 in Toronto by manager Maria Lopez.,"[(18, 54, 'Token keys'), (62, 72, 'IP-Address'), (76, 86, 'DATE'), (90, 97, 'LOC'), (101, 113, 'PER')]"
The encryption token c9b8a7d6e5f40312ab45cd67e89f0123 was logged from IP 203.0.113.195 on 2024-07-15 at Berlin office of DataCorp.,"[(21, 57, 'Token keys'), (64, 76, 'IP-Address'), (80, 90, 'DATE'), (94, 100, 'LOC'), (109, 116, 'ORG')]"
"Token 1234567890abcdef1234567890abcdef used from IPv6 2001:0db8:85a3:0000:0000:8a2e:0370:7334 on March 15, 2024 at Sydney headquarters.","[(6, 38, 'Token keys'), (46, 83, 'IP-Address'), (87, 100, 'DATE'), (104, 111, 'LOC')]"
User session token fa12bc34de56f7890a1b2c3d4e5f6789 was initiated from IP 10.10.10.10 on 2024-04-20 at London branch of TechSolutions.,"[(13, 49, 'Token keys'), (66, 76, 'IP-Address'), (80, 90, 'DATE'), (94, 100, 'LOC'), (110, 123, 'ORG')]"
System update verified with token 0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d from IPv4 192.168.100.100 on 2024-08-05 at Chicago data center.,"[(23, 59, 'Token keys'), (67, 82, 'IP-Address'), (86, 96, 'DATE'), (100, 107, 'LOC')]"
Authentication token f1e2d3c4b5a69788796a5b4c3d2e1f0a was used from IP 198.51.100.1 on 2024-09-10 at New Delhi branch of SecureNet.,"[(23, 59, 'Token keys'), (66, 78, 'IP-Address'), (82, 92, 'DATE'), (96, 104, 'LOC'), (114, 121, 'ORG')]"
The key 5f4e3d2c1b0a9f8e7d6c5b4a3e2f1d0c was detected from IPv6 address 2606:4700:4700::1111 on 2024-10-01 at Paris office.,"[(12, 48, 'Token keys'), (68, 89, 'IP-Address'), (93, 103, 'DATE'), (107, 112, 'LOC')]"
Token 9e8d7c6b5a4f3e2d1c0b9a8f7d6c5b4a was used for transaction of $3000 from IP 172.217.11.14 on 2024-11-20 at Google HQ.,"[(6, 42, 'Token keys'), (67, 72, 'MONEY'), (78, 91, 'IP-Address'), (95, 105, 'DATE'), (109, 115, 'ORG')]"
Access token aabbccddeeff00112233445566778899 was logged from IPv4 203.0.113.22 on 2024-12-31 at Tokyo branch of NipponTech.,"[(13, 49, 'Token keys'), (59, 71, 'IP-Address'), (75, 85, 'DATE'), (89, 94, 'LOC'), (104, 115, 'ORG')]"
The token 11223344556677889900aabbccddeeff was activated from IP 192.0.2.123 on 01 January 2024 at Amsterdam data center.,"[(10, 46, 'Token keys'), (56, 67, 'IP-Address'), (71, 85, 'DATE'), (89, 105, 'LOC')]"
VPN connection established using token ffeeddccbbaa99887766554433221100 from IP 172.20.10.5 on 2024-03-05 at Toronto office.,"[(34, 70, 'Token keys'), (77, 88, 'IP-Address'), (92, 102, 'DATE'), (106, 112, 'LOC')]"
Token bbaa99887766554433221100ffeeddcc failed authentication from IPv6 2001:4860:4860::8888 on 2024-05-25 at Seattle branch.,"[(6, 42, 'Token keys'), (66, 92, 'IP-Address'), (96, 106, 'DATE'), (110, 117, 'LOC')]"
The session key d4c3b2a1908f7e6d5c4b3a2e1f0d9c8b was revoked after access from IP 10.1.1.1 on 15 March 2024 at Berlin HQ.,"[(16, 52, 'Token keys'), (70, 78, 'IP-Address'), (82, 95, 'DATE'), (99, 105, 'LOC'), (106, 109, 'ORG')]"
Token 99887766554433221100ffeeddccbbaa was generated for user John Doe from IP 192.168.0.200 on 2024-06-15 at London office.,"[(6, 42, 'Token keys'), (62, 70, 'PER'), (76, 89, 'IP-Address'), (93, 103, 'DATE'), (107, 113, 'LOC')]"
The API key 123e4567e89b12d3a456426655440000 used from IPv4 8.8.4.4 on 2024-07-30 in New York by admin Emily Clark.,"[(12, 48, 'Token keys'), (56, 63, 'IP-Address'), (67, 77, 'DATE'), (81, 89, 'LOC'), (93, 105, 'PER')]"
Token a1b2c3d4e5f60718293a4b5c6d7e8f90 was used from IP 198.18.0.1 at the Paris office on 2024-09-12 by engineer Liam Chen.,"[(6, 42, 'Token keys'), (51, 62, 'IP-Address'), (70, 75, 'LOC'), (79, 89, 'DATE'), (93, 103, 'PER')]"
The software license token 0a9b8c7d6e5f4a3b2c1d0e9f8a7b6c5d was activated from IPv6 2400:cb00:2048:1::c629:d7a2 on 2024-10-05 at Vancouver data center.,"[(24, 60, 'Token keys'), (78, 106, 'IP-Address'), (110, 120, 'DATE'), (124, 132, 'LOC')]"
User token 56789abcde12345f67890abcedf12345 was validated from IP 172.217.5.110 on 2024-08-21 at San Francisco branch.,"[(11, 47, 'Token keys'), (56, 68, 'IP-Address'), (72, 82, 'DATE'), (86, 99, 'LOC')]"
Token 0f1e2d3c4b5a69788796a5b4c3d2e1f0a was logged from IPv4 198.51.100.42 on 2024-11-11 at Amsterdam headquarters.,"[(6, 42, 'Token keys'), (60, 75, 'IP-Address'), (79, 89, 'DATE'), (93, 104, 'LOC')]"
Access token fedcba98765432100123456789abcdef was used from IP 10.10.10.254 at London branch on 2024-12-01 by technician Sarah Lee.,"[(13, 49, 'Token keys'), (58, 69, 'IP-Address'), (73, 79, 'LOC'), (83, 93, 'DATE'), (97, 107, 'PER')]"
Token 123abc456def7890abc123def4567890 was revoked after failed login attempt from IP 192.168.100.100 on 2024-01-15 at Tokyo office.,"[(6, 38, 'Token keys'), (76, 89, 'IP-Address'), (93, 103, 'DATE'), (107, 113, 'LOC')]"
The authentication token 4b3a2c1d0e9f8a7b6c5d4e3f2a1b0c9d was used from IPv6 2001:db8::ff00:42:8329 on 2024-02-20 at Berlin branch.,"[(23, 59, 'Token keys'), (77, 95, 'IP-Address'), (99, 109, 'DATE'), (113, 119, 'LOC')]"
"License key aabbccddeeff00112233445566778899 was registered from IP 172.16.0.2 on March 1, 2024 at New York office.","[(12, 48, 'Token keys'), (58, 69, 'IP-Address'), (73, 85, 'DATE'), (89, 97, 'LOC')]"
Token 99887766554433221100ffeeddccbbaa authorized access from IPv4 203.0.113.55 on 2024-03-18 at San Francisco HQ.,"[(6, 42, 'Token keys'), (70, 82, 'IP-Address'), (86, 96, 'DATE'), (100, 113, 'LOC'), (114, 116, 'ORG')]"
User session token 0f1e2d3c4b5a69788796a5b4c3d2e1f0a was initiated from IP 192.0.2.33 on 2024-04-22 in Chicago by admin David Kim.,"[(13, 49, 'Token keys'), (58, 69, 'IP-Address'), (73, 83, 'DATE'), (87, 94, 'LOC'), (98, 107, 'PER')]"
Token b1c2d3e4f5a6b7c8d9e0f1a2b3c4d5e6 failed to authenticate from IPv6 fe80::1ff:fe23:4567:890a on 2024-05-05 at London office.,"[(6, 42, 'Token keys'), (69, 98, 'IP-Address'), (102, 112, 'DATE'), (116, 122, 'LOC')]"
The encryption token 9a8b7c6d5e4f3a2b1c0d9e8f7b6a5c4d was used from IP 10.10.1.1 on 2024-06-10 at Paris headquarters.,"[(19, 55, 'Token keys'), (62, 71, 'IP-Address'), (75, 85, 'DATE'), (89, 98, 'LOC')]"
Token f0e1d2c3b4a5968778695a4b3c2d1e0f authorized access from IP 198.51.100.100 on 2024-07-25 at Tokyo branch.,"[(6, 42, 'Token keys'), (68, 83, 'IP-Address'), (87, 97, 'DATE'), (101, 107, 'LOC')]"
User token 5f4e3d2c1b0a9f8e7d6c5b4a3e2f1d0c was created from IPv4 203.0.113.10 on 2024-08-30 at New York office by engineer Anna Wright.,"[(11, 47, 'Token keys'), (56, 68, 'IP-Address'), (72, 82, 'DATE'), (86, 94, 'LOC'), (98, 110, 'PER')]"
The key 1234567890abcdef1234567890abcdef was detected from IP 192.168.200.200 on 2024-09-15 at London data center.,"[(12, 48, 'Token keys'), (58, 73, 'IP-Address'), (77, 87, 'DATE'), (91, 97, 'LOC')]"
Token 9d8c7b6a5e4f3d2c1b0a9e8f7d6c5b4a failed login from IPv6 2607:f8b0:4005:805::200e on 01-10-2024 at Seattle office.,"[(6, 42, 'Token keys'), (60, 85, 'IP-Address'), (89, 99, 'DATE'), (103, 109, 'LOC')]"
Authentication token aabbccddeeff00112233445566778899 used from IP 172.31.0.1 on 2024-11-20 at Berlin branch.,"[(18, 54, 'Token keys'), (63, 74, 'IP-Address'), (78, 88, 'DATE'), (92, 98, 'LOC')]"
Session token 0f1e2d3c4b5a69788796a5b4c3d2e1f0a was logged from IPv4 198.51.100.25 on 2024-12-05 at San Francisco office.,"[(14, 50, 'Token keys'), (68, 83, 'IP-Address'), (87, 97, 'DATE'), (101, 116, 'LOC')]"
Token 123abc456def7890abc123def4567890 was authorized from IP 10.0.0.25 on 2024-01-10 at Tokyo HQ by admin Michael Scott.,"[(6, 38, 'Token keys'), (49, 59, 'IP-Address'), (63, 73, 'DATE'), (77, 82, 'LOC'), (86, 101, 'PER')]"
The license key b1c2d3e4f5a6b7c8d9e0f1a2b3c4d5e6 was used from IPv6 fe80::f2de:f1ff:fe3f:307e on 2024-02-15 at Amsterdam branch.,"[(16, 52, 'Token keys'), (70, 88, 'IP-Address'), (92, 102, 'DATE'), (106, 114, 'LOC')]"
Token a9b8c7d6e5f40312ab45cd67e89f0123 was logged from IP 192.168.1.50 on 2024-03-22 at London office by technician Jane Doe.,"[(6, 42, 'Token keys'), (54, 67, 'IP-Address'), (71, 81, 'DATE'), (85, 91, 'LOC'), (95, 103, 'PER')]"
User token 99887766554433221100ffeeddccbbaa was generated from IPv4 203.0.113.66 on 2024-04-30 in New York by developer Tom Hanks.,"[(11, 47, 'Token keys'), (56, 68, 'IP-Address'), (72, 82, 'DATE'), (86, 94, 'LOC'), (98, 108, 'PER')]"
Token 0f1e2d3c4b5a69788796a5b4c3d2e1f0a failed authentication from IP 172.16.0.5 on 2024-05-18 at Paris HQ.,"[(6, 42, 'Token keys'), (70, 79, 'IP-Address'), (83, 93, 'DATE'), (97, 103, 'LOC'), (104, 106, 'ORG')]"
The encryption token ffeeddccbbaa99887766554433221100 was used from IPv6 2001:4860:4860::8888 on 2024-06-25 at Seattle branch.,"[(19, 55, 'Token keys'), (73, 99, 'IP-Address'), (103, 113, 'DATE'), (117, 124, 'LOC')]"
Token aabbccddeeff00112233445566778899 was validated from IP 192.168.100.101 on 2024-07-14 at Tokyo data center.,"[(6, 42, 'Token keys'), (51, 66, 'IP-Address'), (70, 80, 'DATE'), (84, 99, 'LOC')]"
User session token 1234567890abcdef1234567890abcdef was created from IPv4 198.51.100.100 on 2024-08-28 in Berlin by engineer Sarah Connor.,"[(13, 49, 'Token keys'), (58, 73, 'IP-Address'), (77, 87, 'DATE'), (91, 97, 'LOC'), (101, 115, 'PER')]"
Token 9d8c7b6a5e4f3d2c1b0a9e8f7d6c5b4a was used for access from IP 10.10.10.10 on 2024-09-05 at London office.,"[(6, 42, 'Token keys'), (60, 70, 'IP-Address'), (74, 84, 'DATE'), (88, 94, 'LOC')]"
The token 0f1e2d3c4b5a69788796a5b4c3d2e1f0a was revoked after suspicious activity from IPv6 2607:f8b0:4005:805::200e on 2024-10-15 at New York branch.,"[(10, 46, 'Token keys'), (90, 108, 'IP-Address'), (112, 122, 'DATE'), (126, 134, 'LOC')]"
Access granted with token aabbccddeeff00112233445566778899 from IP 203.0.113.1 on 2024-11-30 at San Francisco HQ by admin John Doe.,"[(21, 57, 'Token keys'), (66, 77, 'IP-Address'), (81, 91, 'DATE'), (95, 108, 'LOC'), (112, 120, 'PER')]"
Authentication token 123e4567e89b12d3a456426655440000 was used from IPv4 8.8.8.8 on 2024-12-12 at Tokyo data center.,"[(23, 59, 'Token keys'), (77, 84, 'IP-Address'), (88, 98, 'DATE'), (102, 117, 'LOC')]"
Token 56789abcde12345f67890abcedf12345 was issued from IP 172.20.10.5 on 2024-01-25 at Berlin office by technician Alice Smith.,"[(6, 42, 'Token keys'), (51, 62, 'IP-Address'), (66, 76, 'DATE'), (80, 86, 'LOC'), (90, 102, 'PER')]"
The license key 0f1e2d3c4b5a69788796a5b4c3d2e1f0a was activated from IPv6 fe80::f2de:f1ff:fe3f:307e on 2024-02-28 at London headquarters.,"[(16, 52, 'Token keys'), (70, 88, 'IP-Address'), (92, 102, 'DATE'), (106, 116, 'LOC')]"
Token 9a8b7c6d5e4f3a2b1c0d9e8f7b6a5c4d was used from IP 192.168.1.100 on 2024-03-30 at Amsterdam office.,"[(6, 42, 'Token keys'), (51, 66, 'IP-Address'), (70, 80, 'DATE'), (84, 100, 'LOC')]"
User token ffeeddccbbaa99887766554433221100 was generated from IPv4 203.0.113.55 on 2024-04-15 in Paris by developer Michael Brown.,"[(11, 47, 'Token keys'), (56, 68, 'IP-Address'), (72, 82, 'DATE'), (86, 91, 'LOC'), (95, 109, 'PER')]"
Token aabbccddeeff00112233445566778899 failed login from IP 10.0.0.5 on 2024-05-20 at San Francisco HQ.,"[(6, 42, 'Token keys'), (64, 73, 'IP-Address'), (77, 87, 'DATE'), (91, 104, 'LOC')]"
The session key 1234567890abcdef1234567890abcdef was revoked after unauthorized access from IPv6 2001:db8::ff00:42:8329 on 2024-06-30 at New York branch.,"[(16, 52, 'Token keys'), (105, 123, 'IP-Address'), (127, 137, 'DATE'), (141, 149, 'LOC')]"
Token 9d8c7b6a5e4f3d2c1b0a9e8f7d6c5b4a was authorized from IP 192.168.100.100 on 2024-07-25 at Berlin office by admin Lisa White.,"[(6, 42, 'Token keys'), (51, 66, 'IP-Address'), (70, 80, 'DATE'), (84, 90, 'LOC'), (94, 105, 'PER')]"
Access token 0f1e2d3c4b5a69788796a5b4c3d2e1f0a was used from IPv4 198.51.100.42 on 2024-08-15 at Tokyo data center.,"[(13, 49, 'Token keys'), (67, 82, 'IP-Address'), (86, 96, 'DATE'), (100, 115, 'LOC')]"
User token aabbccddeeff00112233445566778899 was created from IP 10.10.10.10 on 2024-09-10 in London by engineer Mark Davis.,"[(11, 47, 'Token keys'), (56, 67, 'IP-Address'), (71, 81, 'DATE'), (85, 91, 'LOC'), (95, 106, 'PER')]"
Token 1234567890abcdef1234567890abcdef was logged from IPv6 fe80::1ff:fe23:4567:890a on 2024-10-05 at San Francisco branch.,"[(6, 42, 'Token keys'), (60, 79, 'IP-Address'), (83, 93, 'DATE'), (97, 113, 'LOC')]"
The encryption token 9d8c7b6a5e4f3d2c1b0a9e8f7d6c5b4a was used from IP 172.16.0.10 on 2024-11-20 at Berlin headquarters.,"[(19, 55, 'Token keys'), (64, 75, 'IP-Address'), (79, 89, 'DATE'), (93, 103, 'LOC')]"
Token f0e1d2c3b4a5968778695a4b3c2d1e0f authorized access from IPv4 203.0.113.1 on 2024-12-31 at Tokyo office.,"[(6, 42, 'Token keys'), (68, 79, 'IP-Address'), (83, 93, 'DATE'), (97, 103, 'LOC')]"
User session token aabbccddeeff00112233445566778899 was initiated from IP 192.168.1.1 on 2024-01-05 in Paris by developer Emma Wilson.,"[(13, 49, 'Token keys'), (58, 69, 'IP-Address'), (73, 83, 'DATE'), (87, 92, 'LOC'), (96, 108, 'PER')]"
Token 1234567890abcdef1234567890abcdef failed login from IPv6 2607:f8b0:4005:805::200e on 2024-02-18 at London branch.,"[(6, 42, 'Token keys'), (60, 87, 'IP-Address'), (91, 101, 'DATE'), (105, 111, 'LOC')]"
The license key 0f1e2d3c4b5a69788796a5b4c3d2e1f0a was activated from IP 10.10.10.10 on 2024-03-25 at New York data center.,"[(16, 52, 'Token keys'), (62, 73, 'IP-Address'), (77, 87, 'DATE'), (91, 107, 'LOC')]"
Token 9a8b7c6d5e4f3a2b1c0d9e8f7b6a5c4d was used for authentication from IPv4 198.51.100.100 on 2024-04-30 at San Francisco office.,"[(6, 42, 'Token keys'), (72, 87, 'IP-Address'), (91, 101, 'DATE'), (105, 120, 'LOC')]"
Access token ffeeddccbbaa99887766554433221100 was generated from IP 172.16.0.1 on 2024-05-15 at Berlin HQ by technician John Smith.,"[(13, 49, 'Token keys'), (58, 69, 'IP-Address'), (73, 83, 'DATE'), (87, 93, 'LOC'), (97, 107, 'PER')]"
Token aabbccddeeff00112233445566778899 was revoked after suspicious activity from IPv6 fe80::f2de:f1ff:fe3f:307e on 2024-06-20 at Tokyo branch.,"[(6, 42, 'Token keys'), (87, 105, 'IP-Address'), (109, 119, 'DATE'), (123, 129, 'LOC')]"
User token 1234567890abcdef1234567890abcdef was created from IP 203.0.113.1 on 2024-07-30 in London by engineer Anna Lee.,"[(11, 47, 'Token keys'), (56, 67, 'IP-Address'), (71, 81, 'DATE'), (85, 91, 'LOC'), (95, 103, 'PER')]"
The session key 9d8c7b6a5e4f3d2c1b0a9e8f7d6c5b4a was logged from IPv4 10.0.0.2 on 2024-08-15 at Paris office.,"[(16, 52, 'Token keys'), (70, 79, 'IP-Address'), (83, 93, 'DATE'), (97, 103, 'LOC')]"
Token f0e1d2c3b4a5968778695a4b3c2d1e0f authorized access from IP 192.168.1.50 on 2024-09-10 at New York data center.,"[(6, 42, 'Token keys'), (51, 66, 'IP-Address'), (70, 80, 'DATE'), (84, 104, 'LOC')]"
User session token aabbccddeeff00112233445566778899 was initiated from IPv6 2607:f8b0:4005:805::200e on 2024-10-25 in Seattle by developer Mike Ross.,"[(13, 49, 'Token keys'), (58, 85, 'IP-Address'), (89, 99, 'DATE'), (103, 110, 'LOC'), (114, 124, 'PER')]"
